# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
5'-deoxyadenosine degradation II|PWY-8131|5'-Deoxyadenosine Degradation|5-Deoxyadenosine-Degradation|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8131
adenosine deoxyribonucleotides de novo biosynthesis II|PWY-7220|Adenosine Deoxyribonucleotide De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7220
seleno-amino acid biosynthesis (plants)|PWY-6936|||1.0|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6936
UMP biosynthesis III|PWY-7791|UMP Biosynthesis|UMP-Biosynthesis|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7791
5-aminoimidazole ribonucleotide biosynthesis I|PWY-6121|5-Aminoimidazole Ribonucleotide Biosynthesis|AIR-Biosynthesis|1.0|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6121
UDP-N-acetyl-alpha-D-mannosamine biosynthesis|PWY-8462|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8462
L-methionine biosynthesis II|PWY-702|L-methionine De Novo Biosynthesis|Methionine-De-novo-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-702
thiamine diphosphate salvage IV (yeast)|PWY-7356|||1.0|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7356
arsenate detoxification II|PWY-8101|Arsenate Detoxification|Arsenate-Detoxification|1.0|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8101
purine deoxyribonucleosides salvage|PWY-7224|||1.0|1.1666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7224
pyrimidine ribonucleosides salvage I|PWY-7193|||1.0|3.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7193
palmitate biosynthesis III|PWY-8279|Palmitate Biosynthesis|Palmitate-Biosynthesis|1.0|3.7931035|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8279
palmitate biosynthesis II (type II fatty acid synthase)|PWY-5971|Palmitate Biosynthesis|Palmitate-Biosynthesis|1.0|4.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5971
fatty acid biosynthesis initiation (type II)|PWY-4381|Fatty Acid Biosynthesis Initiation|Fatty-Acid-Biosyn-Initiation|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4381
pentose phosphate pathway (non-oxidative branch) I|NONOXIPENT-PWY|||1.0|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONOXIPENT-PWY
8-amino-7-oxononanoate biosynthesis I|PWY-6519|8-Amino-7-oxononanoate Biosynthesis|7-Keto-8-aminopelargonate-Biosynthesis|1.0|3.1818182|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6519
8-amino-7-oxononanoate biosynthesis II|PWY-7147|8-Amino-7-oxononanoate Biosynthesis|7-Keto-8-aminopelargonate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7147
glycine degradation|PWY0-1608|Glycine Degradation|GLYCINE-DEG|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1608
glycine cleavage|GLYCLEAV-PWY|Glycine Degradation|GLYCINE-DEG|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCLEAV-PWY
S-methyl-5'-thioadenosine degradation I|PWY-6754|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|1.0|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6754
pyrimidine deoxyribonucleotide phosphorylation|PWY-7197|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7197
guanosine deoxyribonucleotides de novo biosynthesis II|PWY-7222|Guanosine Deoxyribonucleotide De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7222
adenine salvage|PWY-6610|Adenine and Adenosine Salvage|Adenine-Adenosine-Salvage|1.0|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6610
glycogen biosynthesis I (from ADP-D-Glucose)|GLYCOGENSYNTH-PWY|Glycogen and Starch Biosynthesis|GLYCOGEN-BIOSYN|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOGENSYNTH-PWY
dipicolinate biosynthesis|PWY-8088|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8088
D-galactose degradation I (Leloir pathway)|PWY-6317|Galactose Degradation|GALACTOSE-DEGRADATION|1.0|1.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6317
L-arginine biosynthesis II (acetyl cycle)|ARGSYNBSUB-PWY|L-arginine Biosynthesis|ARGININE-SYN|1.0|1.6|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGSYNBSUB-PWY
pyruvate fermentation to (R)-acetoin II|PWY-5939|Pyruvate Fermentation to Acetoin|Acetoin-Biosynthesis|1.0|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5939
menaquinol-8 biosynthesis|MENAQUINONESYN-PWY|||1.0|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MENAQUINONESYN-PWY
S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|PWY-4361|S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation|MTR-1P-Degradation|1.0|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4361
anteiso-branched-chain fatty acid biosynthesis|PWY-8173|||1.0|2.735294|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8173
L-homoserine biosynthesis|HOMOSERSYN-PWY|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSERSYN-PWY
lipoate biosynthesis and incorporation II|PWY0-1275|Lipoate Biosynthesis and Salvage|Lipoate-Biosynthesis|1.0|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1275
lipoate biosynthesis and incorporation III (Bacillus)|PWY-6987|Lipoate Biosynthesis and Salvage|Lipoate-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6987
glyphosate degradation II|PWY-7806|Glyphosate Degradation|Glyphosate-Degradation|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7806
sucrose degradation III (sucrose invertase)|PWY-621|Sucrose Degradation|SUCROSE-DEG|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-621
sucrose degradation I (sucrose phosphotransferase)|SUCUTIL-PWY|Sucrose Degradation|SUCROSE-DEG|1.0|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=SUCUTIL-PWY
menaquinol-7 biosynthesis|PWY-5839|||1.0|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5839
polycistronic tRNA processing I|PWY-8469|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8469
L-asparagine biosynthesis III (tRNA-dependent)|PWY490-4|L-asparagine Biosynthesis|ASPARAGINE-SYN|1.0|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY490-4
adenosine ribonucleotides de novo biosynthesis|PWY-7219|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7219
L-tryptophan biosynthesis|TRPSYN-PWY|L-tryptophan Biosynthesis|TRYPTOPHAN-BIOSYNTHESIS|1.0|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPSYN-PWY
L-alanine degradation IV|PWY1-2|L-alanine Degradation|ALANINE-DEG|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1-2
UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|PWY-6387|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis|Acetylmuramoyl-Pentapeptide-Biosynthesis|1.0|1.375|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6387
L-isoleucine biosynthesis I (from threonine)|ILEUSYN-PWY|L-isoleucine Biosynthesis|ISOLEUCINE-SYN|1.0|1.4285715|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUSYN-PWY
folate polyglutamylation|PWY-2161|Folate Biosynthesis|Folate-Biosynthesis|1.0|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
assimilatory sulfate reduction IV|PWY1ZNC-1|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1ZNC-1
tRNA charging|TRNA-CHARGING-PWY|||1.0|1.4761904|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TRNA-CHARGING-PWY
cardiolipin biosynthesis III|PWY0-1545|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|1.0|2.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1545
cardiolipin biosynthesis I|PWY-5668|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|1.0|2.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5668
queuosine biosynthesis I (de novo)|PWY-6700|Queuosine Biosynthesis and Salvage|Queuosine-Biosynthesis|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6700
S-adenosyl-L-methionine salvage I|PWY-6151|S-adenosyl-L-methionine Biosynthesis|S-adenosyl-L-methionine-Biosynthesis|1.0|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6151
pyridoxal 5'-phosphate biosynthesis II|PWY-6466|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6466
benzoyl-CoA biosynthesis|PWY-6458|||1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6458
biotin biosynthesis from 8-amino-7-oxononanoate II|PWY-7380|Biotin Biosynthesis|BIOTIN-SYN|1.0|0.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7380
chorismate biosynthesis from 3-dehydroquinate|PWY-6163|Chorismate Biosynthesis|Chorismate-Biosynthesis|1.0|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6163
thiazole component of thiamine diphosphate biosynthesis II|PWY-6891|Thiazole Biosynthesis|Thiazole-Biosynthesis|1.0|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6891
pyrimidine deoxyribonucleosides degradation|PWY-7181|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7181
pentose phosphate pathway (oxidative branch) I|OXIDATIVEPENT-PWY|||1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=OXIDATIVEPENT-PWY
trehalose degradation I (low osmolarity)|TREDEGLOW-PWY|Trehalose Degradation|Trehalose-Degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TREDEGLOW-PWY
trans-3-hydroxy-L-proline degradation|PWY-7515|hydroxy-L-proline Degradation|Hydroxyprolines-Degradation|1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7515
phosphopantothenate biosynthesis I|PANTO-PWY|Phosphopantothenate Biosynthesis|Pantothenate-Biosynthesis|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PANTO-PWY
TCA cycle I (prokaryotic)|TCA|TCA cycle|TCA-VARIANTS|1.0|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TCA
L-phenylalanine biosynthesis I|PHESYN|L-phenylalanine Biosynthesis|PHENYLALANINE-SYN|1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PHESYN
L-arginine degradation XIII (reductive Stickland reaction)|PWY-8187|L-arginine Degradation|ARGININE-DEG|1.0|1.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8187
L-arginine degradation I (arginase pathway)|ARGASEDEG-PWY|L-arginine Degradation|ARGININE-DEG|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGASEDEG-PWY
odd iso-branched-chain fatty acid biosynthesis|PWY-8174|||1.0|2.735294|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8174
siroheme biosynthesis|PWY-5194|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5194
L-histidine degradation I|HISDEG-PWY|L-histidine Degradation|HISTIDINE-DEG|1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HISDEG-PWY
L-tryptophan degradation I (via anthranilate)|TRPCAT-PWY|L-tryptophan Degradation|TRYPTOPHAN-DEG|1.0|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TRPCAT-PWY
2-oxoisovalerate decarboxylation to isobutanoyl-CoA|PWY-5046|||1.0|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5046
L-lysine biosynthesis VI|PWY-5097|L-lysine Biosynthesis|LYSINE-SYN|1.0|1.4285715|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5097
L-lysine biosynthesis II|PWY-2941|L-lysine Biosynthesis|LYSINE-SYN|1.0|1.8888888|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2941
UTP and CTP de novo biosynthesis|PWY-7176|||1.0|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7176
glyoxylate cycle|GLYOXYLATE-BYPASS|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYOXYLATE-BYPASS
